N	P	K	pH	temperature	humidity	rainfall	soil_type	season	region	label
90	63	81	6.52	19.81	14.7	187	Loamy	Kharif	Nashik	Wheat
90	62	85	8.49	18.97	19.52	187	Black	Kharif	Vidarbha	Cotton
90	62	77	6.58	18.2	14.71	187	Loamy	Kharif	Nashik	Wheat
90	72	84	6.48	18.73	19.18	187	Alluvial	Kharif	Konkan	Rice
90	56	76	7.97	21	19.86	187	Black	Kharif	Vidarbha	Cotton
90	71	84	8.14	20.28	16.4	187	Black	Kharif	Vidarbha	Cotton
90	78	76	7.23	17.48	15.76	187	Loamy	Kharif	Nashik	Wheat
90	70	77	6.49	20.89	14.32	187	Alluvial	Kharif	Konkan	Rice
90	80	83	7.53	17.08	16.15	187	Black	Kharif	Vidarbha	Cotton
90	68	77	7.7	20.09	15.11	187	Black	Kharif	Vidarbha	Cotton
90	78	76	8.52	17.57	15	187	Black	Kharif	Vidarbha	Cotton
90	68	83	6.62	19.12	18.43	187	Loamy	Kharif	Nashik	Wheat
90	62	83	8.1	18.58	19.22	187	Black	Kharif	Vidarbha	Cotton
90	67	78	6.2	17.17	14.42	187	Alluvial	Kharif	Konkan	Rice
90	65	80	6.05	18.29	16.68	187	Alluvial	Kharif	Konkan	Rice
90	60	84	7.69	19.03	18.67	187	Black	Kharif	Vidarbha	Cotton
90	77	85	7.83	17.14	17.07	187	Black	Kharif	Vidarbha	Cotton
90	68	81	6.76	17.48	17.93	187	Loamy	Kharif	Nashik	Wheat
90	76	82	6.65	20.57	14.26	187	Loamy	Kharif	Nashik	Wheat
90	79	85	6.13	17.22	15.82	187	Alluvial	Kharif	Konkan	Rice
90	60	83	8.83	19.69	19.44	187	Black	Kharif	Vidarbha	Cotton
90	78	76	8.62	17.85	19.09	187	Black	Kharif	Vidarbha	Cotton
90	79	75	8.2	18.82	16.11	187	Black	Kharif	Vidarbha	Cotton
90	58	81	6.18	17.48	16.54	187	Alluvial	Kharif	Konkan	Rice
90	58	77	7.98	18.73	17.58	187	Black	Kharif	Vidarbha	Cotton
90	55	78	7.86	18.66	16.18	187	Black	Kharif	Vidarbha	Cotton
90	76	77	6.97	18.24	19.69	187	Loamy	Kharif	Nashik	Wheat
90	61	77	6.21	18.81	15.22	187	Alluvial	Kharif	Konkan	Rice
90	60	76	8.87	18.65	17.81	187	Black	Kharif	Vidarbha	Cotton
90	55	79	8.77	20.37	16.9	187	Black	Kharif	Vidarbha	Cotton
90	76	75	8.74	18.38	16.64	187	Black	Kharif	Vidarbha	Cotton
90	68	81	8.08	17.17	17.3	187	Black	Kharif	Vidarbha	Cotton
90	66	81	6.14	19.37	15.77	187	Alluvial	Kharif	Konkan	Rice
90	64	78	7.5	17.93	14.27	187	Loamy	Kharif	Nashik	Wheat
90	60	79	8.38	19.45	18.23	187	Black	Kharif	Vidarbha	Cotton
90	76	83	6.29	19.13	14.92	187	Alluvial	Kharif	Konkan	Rice
90	60	84	6.59	19.1	17.26	187	Loamy	Kharif	Nashik	Wheat
90	68	78	6.9	17.49	16.96	187	Loamy	Kharif	Nashik	Wheat
90	79	79	7.81	19.41	18.98	187	Black	Kharif	Vidarbha	Cotton
90	74	85	7.15	20.19	19.64	187	Loamy	Kharif	Nashik	Wheat
90	55	78	6.65	17.3	15.15	187	Loamy	Kharif	Nashik	Wheat
90	77	75	7.78	17.5	15.48	187	Black	Kharif	Vidarbha	Cotton
90	60	78	6.36	18.17	14.7	187	Alluvial	Kharif	Konkan	Rice
90	67	78	8.26	17.57	16.72	187	Black	Kharif	Vidarbha	Cotton
90	66	85	6.46	20.93	18.91	187	Alluvial	Kharif	Konkan	Rice
90	71	76	6.61	19.71	17.64	187	Loamy	Kharif	Nashik	Wheat
90	69	80	8.17	19.08	17.87	187	Black	Kharif	Vidarbha	Cotton
90	79	77	7.65	18.55	16.03	187	Black	Kharif	Vidarbha	Cotton
90	56	85	6.55	18.2	17.41	187	Loamy	Kharif	Nashik	Wheat
90	72	75	7.1	18.89	14.99	187	Loamy	Kharif	Nashik	Wheat
90	73	85	7.36	18.49	14.72	187	Loamy	Kharif	Nashik	Wheat
90	64	82	6.47	19.49	17.17	187	Alluvial	Kharif	Konkan	Rice
90	73	79	7.84	17.26	18.75	187	Black	Kharif	Vidarbha	Cotton
90	75	75	7.06	19.62	18.71	187	Loamy	Kharif	Nashik	Wheat
90	59	78	7.6	20.68	19.85	187	Black	Kharif	Vidarbha	Cotton
90	69	82	6.72	20.02	16.63	187	Loamy	Kharif	Nashik	Wheat
90	56	85	6.82	20.12	14.44	187	Loamy	Kharif	Nashik	Wheat
90	76	80	7.99	20.66	15.85	187	Black	Kharif	Vidarbha	Cotton
90	74	83	7.55	19.26	14.28	187	Black	Kharif	Vidarbha	Cotton
90	71	79	7.73	17.93	15.86	187	Black	Kharif	Vidarbha	Cotton
90	73	79	7.35	19.16	15.84	187	Loamy	Kharif	Nashik	Wheat
90	70	79	7.31	20.27	19.97	187	Loamy	Kharif	Nashik	Wheat
90	57	75	7.79	17.09	18.25	187	Black	Kharif	Vidarbha	Cotton
90	79	82	6.31	17.07	17.54	187	Alluvial	Kharif	Konkan	Rice
90	71	85	6.4	20.63	14.44	187	Alluvial	Kharif	Konkan	Rice
90	76	82	7.6	20.82	17.85	187	Black	Kharif	Vidarbha	Cotton
90	75	84	7.22	19.46	18.73	187	Loamy	Kharif	Nashik	Wheat
90	80	77	7.56	17.18	16.43	187	Black	Kharif	Vidarbha	Cotton
90	62	80	7.49	17.49	16.39	187	Loamy	Kharif	Nashik	Wheat
90	79	78	6.61	17.48	14.76	187	Loamy	Kharif	Nashik	Wheat
90	57	83	7.48	19.48	17.45	187	Loamy	Kharif	Nashik	Wheat
90	73	77	7.33	19.71	18.1	187	Loamy	Kharif	Nashik	Wheat
90	61	78	6.49	19.49	16.06	187	Alluvial	Kharif	Konkan	Rice
90	78	79	7.79	19.95	14.83	187	Black	Kharif	Vidarbha	Cotton
90	75	81	6.41	19.42	16.8	187	Alluvial	Kharif	Konkan	Rice
90	55	82	8.42	19.46	18.02	187	Black	Kharif	Vidarbha	Cotton
90	65	76	8.72	20.19	16.42	187	Black	Kharif	Vidarbha	Cotton
90	60	85	7.81	18.84	14.74	187	Black	Kharif	Vidarbha	Cotton
90	61	78	6.32	20.71	19.84	187	Alluvial	Kharif	Konkan	Rice
90	67	77	7.11	18.99	15.94	187	Loamy	Kharif	Nashik	Wheat
90	76	76	8.14	19.97	15.57	187	Black	Kharif	Vidarbha	Cotton
90	63	76	7.71	17.82	17.61	187	Black	Kharif	Vidarbha	Cotton
90	65	82	7.1	20.71	15.28	187	Loamy	Kharif	Nashik	Wheat
90	56	78	8.86	17.34	18.76	187	Black	Kharif	Vidarbha	Cotton
90	65	78	7.86	17.44	14.34	187	Black	Kharif	Vidarbha	Cotton
90	56	83	7.45	18.9	19.76	187	Loamy	Kharif	Nashik	Wheat
90	58	75	7.17	18.59	14.78	187	Loamy	Kharif	Nashik	Wheat
90	69	82	7.26	18.32	15.36	187	Loamy	Kharif	Nashik	Wheat
90	60	25	5.69	17.14	20.6	187	Alluvial	Kharif	Konkan	Rice
90	70	16	5.76	19.63	18.91	187	Alluvial	Kharif	Konkan	Rice
90	55	22	5.87	22.91	21.34	187	Alluvial	Kharif	Konkan	Rice
90	64	16	5.93	16.43	24.24	187	Alluvial	Kharif	Konkan	Rice
90	61	20	5.96	22.14	23.02	187	Alluvial	Kharif	Konkan	Rice
90	65	22	5.95	17.85	18.78	187	Alluvial	Kharif	Konkan	Rice
90	57	21	5.79	19.88	20.32	187	Alluvial	Kharif	Konkan	Rice
90	80	18	5.58	19.33	23.33	187	Alluvial	Kharif	Konkan	Rice
90	59	17	5.69	18.42	23.43	187	Alluvial	Kharif	Konkan	Rice
90	59	22	5.79	21.81	23.21	187	Alluvial	Kharif	Konkan	Rice
90	58	24	5.75	19.73	18.28	187	Alluvial	Kharif	Konkan	Rice
90	57	19	5.57	17.15	19.87	187	Alluvial	Kharif	Konkan	Rice
90	80	17	5.81	19.62	18.67	187	Alluvial	Kharif	Konkan	Rice
90	60	22	5.89	21.63	21.18	187	Alluvial	Kharif	Konkan	Rice
90	78	23	6	16.07	18.72	187	Alluvial	Kharif	Konkan	Rice
90	77	25	5.79	20.61	24.36	187	Alluvial	Kharif	Konkan	Rice
90	79	17	5.91	21.42	20.4	187	Alluvial	Kharif	Konkan	Rice
90	80	15	5.79	19.07	21.21	187	Alluvial	Kharif	Konkan	Rice
90	55	23	5.73	21.19	19.63	187	Alluvial	Kharif	Konkan	Rice
90	65	20	5.83	23.04	22.43	187	Alluvial	Kharif	Konkan	Rice
90	78	16	5.97	20.65	23.11	187	Alluvial	Kharif	Konkan	Rice
90	65	25	5.63	18.1	18.29	187	Alluvial	Kharif	Konkan	Rice
90	70	19	5.52	18.24	21.08	187	Alluvial	Kharif	Konkan	Rice
90	64	22	5.95	17.48	18.83	187	Alluvial	Kharif	Konkan	Rice
90	71	17	5.75	19.92	21.47	187	Alluvial	Kharif	Konkan	Rice
90	79	20	5.88	20.28	23.24	187	Alluvial	Kharif	Konkan	Rice
90	63	17	5.98	15.77	19.23	187	Alluvial	Kharif	Konkan	Rice
90	80	22	5.64	16.71	19.18	187	Alluvial	Kharif	Konkan	Rice
90	60	22	5.64	17.66	18.15	187	Alluvial	Kharif	Konkan	Rice
90	75	21	5.68	18.51	23.62	187	Alluvial	Kharif	Konkan	Rice
90	77	23	5.67	24.51	20.82	187	Alluvial	Kharif	Konkan	Rice
90	72	18	5.72	18.88	24.54	187	Alluvial	Kharif	Konkan	Rice
90	73	20	5.81	21.59	20.32	187	Alluvial	Kharif	Konkan	Rice
90	77	17	5.78	20.12	24.45	187	Alluvial	Kharif	Konkan	Rice
90	62	23	5.61	15.44	18.37	187	Alluvial	Kharif	Konkan	Rice
90	59	22	5.95	22.64	21.59	187	Alluvial	Kharif	Konkan	Rice
90	59	19	5.85	21.99	24.87	187	Alluvial	Kharif	Konkan	Rice
90	62	22	5.82	20.53	18.09	187	Alluvial	Kharif	Konkan	Rice
90	63	20	5.5	15.79	21.15	187	Alluvial	Kharif	Konkan	Rice
90	79	23	5.82	19.64	19.69	187	Alluvial	Kharif	Konkan	Rice
90	72	17	5.71	20.57	19.75	187	Alluvial	Kharif	Konkan	Rice
90	64	15	5.51	20.16	24.84	187	Alluvial	Kharif	Konkan	Rice
90	66	23	6	21.54	24.25	187	Alluvial	Kharif	Konkan	Rice
90	57	18	5.7	15.54	23.76	187	Alluvial	Kharif	Konkan	Rice
90	56	22	5.83	19.92	20.7	187	Alluvial	Kharif	Konkan	Rice
90	77	24	5.57	20.77	18.93	187	Alluvial	Kharif	Konkan	Rice
90	65	15	5.65	23.46	23.22	187	Alluvial	Kharif	Konkan	Rice
90	72	21	5.82	24.32	21.03	187	Alluvial	Kharif	Konkan	Rice
90	60	23	5.66	20.13	24.97	187	Alluvial	Kharif	Konkan	Rice
90	80	19	5.95	21.81	18.57	187	Alluvial	Kharif	Konkan	Rice
90	72	20	5.95	19.52	24.93	187	Alluvial	Kharif	Konkan	Rice
90	67	24	5.52	17	19.91	187	Alluvial	Kharif	Konkan	Rice
90	69	23	5.58	16.79	24.97	187	Alluvial	Kharif	Konkan	Rice
90	77	25	5.61	24.85	22.89	187	Alluvial	Kharif	Konkan	Rice
90	62	19	5.61	16.52	20.46	187	Alluvial	Kharif	Konkan	Rice
90	71	17	5.51	18.15	19.39	187	Alluvial	Kharif	Konkan	Rice
90	79	25	5.9	23.19	22.31	187	Alluvial	Kharif	Konkan	Rice
90	59	18	5.74	23.38	21.99	187	Alluvial	Kharif	Konkan	Rice
90	63	17	5.72	18.36	19.38	187	Alluvial	Kharif	Konkan	Rice
90	56	20	5.54	19.26	20.51	187	Alluvial	Kharif	Konkan	Rice
90	63	24	5.86	22.95	24.04	187	Alluvial	Kharif	Konkan	Rice
90	67	22	5.62	20.12	22.9	187	Alluvial	Kharif	Konkan	Rice
90	71	24	5.61	21.14	22.72	187	Alluvial	Kharif	Konkan	Rice
90	74	15	5.58	24.92	18.23	187	Alluvial	Kharif	Konkan	Rice
90	76	24	5.57	15.33	24.92	187	Alluvial	Kharif	Konkan	Rice
90	66	17	5.89	18.81	21.28	187	Alluvial	Kharif	Konkan	Rice
90	69	15	5.93	23.44	22.77	187	Alluvial	Kharif	Konkan	Rice
90	65	16	5.68	22.84	18.97	187	Alluvial	Kharif	Konkan	Rice
90	74	15	5.71	24.9	22.28	187	Alluvial	Kharif	Konkan	Rice
90	67	25	5.95	23.79	24.36	187	Alluvial	Kharif	Konkan	Rice
90	56	25	5.77	22.06	19.6	187	Alluvial	Kharif	Konkan	Rice
90	59	15	5.97	18.87	20.18	187	Alluvial	Kharif	Konkan	Rice
90	61	21	5.53	18.62	23.02	187	Alluvial	Kharif	Konkan	Rice
90	80	20	5.67	23.01	18.87	187	Alluvial	Kharif	Konkan	Rice
90	61	19	5.66	19.33	24.14	187	Alluvial	Kharif	Konkan	Rice
90	74	21	5.59	16.24	21.36	187	Alluvial	Kharif	Konkan	Rice
90	69	22	5.93	17.92	24.91	187	Alluvial	Kharif	Konkan	Rice
90	75	18	5.82	15.47	21.44	187	Alluvial	Kharif	Konkan	Rice
90	68	20	5.86	17.06	23.77	187	Alluvial	Kharif	Konkan	Rice
90	65	16	5.87	21.33	18.49	187	Alluvial	Kharif	Konkan	Rice
90	79	15	5.71	23.91	20.75	187	Alluvial	Kharif	Konkan	Rice
90	78	22	5.94	23.9	22.74	187	Alluvial	Kharif	Konkan	Rice
90	55	22	5.92	22.99	20.58	187	Alluvial	Kharif	Konkan	Rice
90	59	15	5.78	21.35	22.91	187	Alluvial	Kharif	Konkan	Rice
90	68	23	5.83	24.16	19.28	187	Alluvial	Kharif	Konkan	Rice
90	68	19	5.51	24.63	18.18	187	Alluvial	Kharif	Konkan	Rice
90	64	17	5.66	21.02	24.94	187	Alluvial	Kharif	Konkan	Rice
90	69	19	5.86	17.31	20.02	187	Alluvial	Kharif	Konkan	Rice
90	67	22	5.62	23.83	24.75	187	Alluvial	Kharif	Konkan	Rice
90	69	20	5.59	19.31	23.96	187	Alluvial	Kharif	Konkan	Rice
90	73	22	5.98	16.04	22.33	187	Alluvial	Kharif	Konkan	Rice
90	78	20	5.67	19.19	20.83	187	Alluvial	Kharif	Konkan	Rice
90	72	23	5.96	19.93	21.8	187	Alluvial	Kharif	Konkan	Rice
90	67	15	5.69	19.56	24.67	187	Alluvial	Kharif	Konkan	Rice
90	56	18	5.7	18.31	24.33	187	Alluvial	Kharif	Konkan	Rice
90	65	18	5.6	20.11	23.22	187	Alluvial	Kharif	Konkan	Rice
90	63	16	5.53	23.61	21.91	187	Alluvial	Kharif	Konkan	Rice
90	70	25	5.82	19.73	24.89	187	Alluvial	Kharif	Konkan	Rice
90	63	19	5.56	20.93	21.19	187	Alluvial	Kharif	Konkan	Rice
90	60	24	5.63	18.78	20.25	187	Alluvial	Kharif	Konkan	Rice
90	72	24	6.03	36.51	57.93	187	Alluvial	Kharif	Konkan	Rice
90	59	23	5.27	36.89	62.73	187	Loamy	Kharif	Nashik	Tea
90	73	23	5.99	29.24	59.39	187	Alluvial	Kharif	Konkan	Rice
90	57	24	6.09	27.34	43.36	187	Alluvial	Kharif	Konkan	Rice
90	79	18	5.62	21.06	55.47	187	Alluvial	Kharif	Konkan	Rice
90	75	25	6.45	30.33	42.35	187	Alluvial	Kharif	Konkan	Rice
90	70	20	5.62	31.8	45.03	187	Alluvial	Kharif	Konkan	Rice
90	55	19	5.86	33.18	38.23	187	Alluvial	Kharif	Konkan	Rice
90	58	20	5.76	29.39	63.48	187	Alluvial	Kharif	Konkan	Rice
90	61	21	4.7	30.27	67.39	187	Loamy	Kharif	Nashik	Tea
90	58	24	5.27	35.46	68.76	187	Loamy	Kharif	Nashik	Tea
90	56	17	7.45	33.8	40.03	187	Loamy	Kharif	Nashik	Wheat
90	72	17	5.83	28.69	49.47	187	Alluvial	Kharif	Konkan	Rice
90	80	20	7.34	31.24	56.67	187	Loamy	Kharif	Nashik	Wheat
90	72	17	6.35	28.98	57.23	187	Alluvial	Kharif	Konkan	Rice
90	62	19	4.7	27.32	34.14	187	Loamy	Kharif	Nashik	Tea
90	58	16	4.96	21.48	38.8	187	Loamy	Kharif	Nashik	Tea
90	68	16	4.96	18.32	34.7	187	Loamy	Kharif	Nashik	Tea
90	67	24	5.64	36.98	37.74	187	Alluvial	Kharif	Konkan	Rice
90	70	20	5.61	24.8	40.12	187	Alluvial	Kharif	Konkan	Rice
90	63	19	4.68	19.35	55.97	187	Loamy	Kharif	Nashik	Tea
90	76	25	5.71	28.88	50.12	187	Alluvial	Kharif	Konkan	Rice
90	55	19	6.41	19.54	47.19	187	Alluvial	Kharif	Konkan	Rice
90	75	21	6.01	24.77	50.55	187	Alluvial	Kharif	Konkan	Rice
90	71	24	4.95	18.33	38.41	187	Loamy	Kharif	Nashik	Tea
90	70	21	5.52	19.15	45.37	187	Alluvial	Kharif	Konkan	Rice
90	72	21	5.9	28.23	49.44	187	Alluvial	Kharif	Konkan	Rice
90	66	21	5.72	30.12	34.13	187	Alluvial	Kharif	Konkan	Rice
90	56	17	4.55	33.41	35.43	187	Loamy	Kharif	Nashik	Tea
90	76	19	6.67	24.19	46.69	187	Loamy	Kharif	Nashik	Wheat
90	69	19	4.75	26.89	41.7	187	Loamy	Kharif	Nashik	Tea
90	73	21	4.95	31.33	57.97	187	Loamy	Kharif	Nashik	Tea
90	61	18	5.27	33.31	67.08	187	Loamy	Kharif	Nashik	Tea
90	71	23	7.11	23.45	46.49	187	Loamy	Kharif	Nashik	Wheat
90	61	21	5.62	34.54	39.04	187	Alluvial	Kharif	Konkan	Rice
90	73	18	5.63	19.5	34.51	187	Alluvial	Kharif	Konkan	Rice
90	72	22	4.67	28.77	37.58	187	Loamy	Kharif	Nashik	Tea
90	64	16	7.16	30.98	32.25	187	Loamy	Kharif	Nashik	Wheat
90	74	19	6.62	18.4	36.83	187	Loamy	Kharif	Nashik	Wheat
90	60	15	5	35.09	30.99	187	Loamy	Kharif	Nashik	Tea
90	66	15	6.35	34.93	30.4	187	Alluvial	Kharif	Konkan	Rice
90	59	18	6.22	29.51	35.72	187	Alluvial	Kharif	Konkan	Rice
90	67	18	5.92	34.52	47.53	187	Alluvial	Kharif	Konkan	Rice
90	76	17	6.01	28.43	52.1	187	Alluvial	Kharif	Konkan	Rice
90	73	19	4.68	18.42	34.81	187	Loamy	Kharif	Nashik	Tea
90	75	25	7.08	31.08	47.2	187	Loamy	Kharif	Nashik	Wheat
90	70	20	6.21	20.89	46.25	187	Alluvial	Kharif	Konkan	Rice
90	59	22	7.05	30.91	52.8	187	Loamy	Kharif	Nashik	Wheat
90	62	23	4.72	27.93	66.45	187	Loamy	Kharif	Nashik	Tea
90	67	25	6.42	35.95	36.53	187	Alluvial	Kharif	Konkan	Rice
90	66	23	4.8	19.54	56.93	187	Loamy	Kharif	Nashik	Tea
90	73	20	4.61	19.64	32.32	187	Loamy	Kharif	Nashik	Tea
90	67	18	5.61	31.22	56.47	187	Alluvial	Kharif	Konkan	Rice
90	55	18	7.32	33.51	45.71	187	Loamy	Kharif	Nashik	Wheat
90	56	24	5.02	24.81	45.01	187	Loamy	Kharif	Nashik	Tea
90	77	17	5.62	36.21	31.95	187	Alluvial	Kharif	Konkan	Rice
90	73	20	5.39	30.5	35.49	187	Loamy	Kharif	Nashik	Tea
90	63	23	5.91	26.02	49.95	187	Alluvial	Kharif	Konkan	Rice
90	77	22	6.57	31.48	35.64	187	Loamy	Kharif	Nashik	Wheat
90	64	20	4.81	33.15	32.46	187	Loamy	Kharif	Nashik	Tea
90	75	24	4.76	23.5	51.29	187	Loamy	Kharif	Nashik	Tea
90	77	23	5.18	34.87	38.84	187	Loamy	Kharif	Nashik	Tea
90	80	25	4.9	28.09	44.93	187	Loamy	Kharif	Nashik	Tea
90	75	24	6.44	24.55	57.34	187	Alluvial	Kharif	Konkan	Rice
90	80	21	7.07	33.65	48.41	187	Loamy	Kharif	Nashik	Wheat
90	77	18	6.66	20.56	60.55	187	Loamy	Kharif	Nashik	Wheat
90	78	25	5.98	19.96	59.33	187	Alluvial	Kharif	Konkan	Rice
90	60	21	5.46	28.88	62.49	187	Loamy	Kharif	Nashik	Tea
90	74	16	4.76	36.04	43.61	187	Loamy	Kharif	Nashik	Tea
90	57	23	7.34	23.67	47.29	187	Loamy	Kharif	Nashik	Wheat
90	60	19	4.82	25.75	40.72	187	Loamy	Kharif	Nashik	Tea
90	77	19	6.24	31.09	66.69	187	Alluvial	Kharif	Konkan	Rice
90	68	20	5	18.73	61.33	187	Loamy	Kharif	Nashik	Tea
90	73	21	5.56	29.5	63.47	187	Alluvial	Kharif	Konkan	Rice
90	59	24	4.75	20.44	39.37	187	Loamy	Kharif	Nashik	Tea
90	72	15	7.31	36	56.01	187	Loamy	Kharif	Nashik	Wheat
90	56	23	5.66	31.47	35.39	187	Alluvial	Kharif	Konkan	Rice
90	70	21	4.67	36.3	56.03	187	Loamy	Kharif	Nashik	Tea
90	74	15	6.47	29.49	67.11	187	Alluvial	Kharif	Konkan	Rice
90	67	18	5.38	30.58	34.76	187	Loamy	Kharif	Nashik	Tea
90	74	20	5.86	24.69	59.97	187	Alluvial	Kharif	Konkan	Rice
90	72	24	6.96	23.17	36.68	187	Loamy	Kharif	Nashik	Wheat
90	68	20	6.12	19.04	33.11	187	Alluvial	Kharif	Konkan	Rice
90	57	19	6.42	29.32	45.93	187	Alluvial	Kharif	Konkan	Rice
90	62	16	4.83	34.65	54.32	187	Loamy	Kharif	Nashik	Tea
90	55	23	6.99	22	56.31	187	Loamy	Kharif	Nashik	Wheat
90	77	21	4.6	23	60.24	187	Loamy	Kharif	Nashik	Tea
90	75	20	6.98	30.56	35.29	187	Loamy	Kharif	Nashik	Wheat
90	71	24	7.06	31.46	48.18	187	Loamy	Kharif	Nashik	Wheat
90	64	22	5.17	25.95	40.58	187	Loamy	Kharif	Nashik	Tea
90	55	16	5.11	21.01	69.69	187	Loamy	Kharif	Nashik	Tea
90	69	19	5.37	19.25	47.7	187	Loamy	Kharif	Nashik	Tea
90	67	19	5.67	19.24	50.54	187	Alluvial	Kharif	Konkan	Rice
90	74	17	5.67	22.47	62.57	187	Alluvial	Kharif	Konkan	Rice
90	64	18	6.08	36.75	58.26	187	Alluvial	Kharif	Konkan	Rice
90	71	17	6.93	29.89	66.35	187	Loamy	Kharif	Nashik	Wheat
90	72	22	6.84	29.38	44.82	187	Loamy	Kharif	Nashik	Wheat
90	60	22	6.88	29.65	42.9	187	Loamy	Kharif	Nashik	Wheat
90	71	18	6.15	19.54	66.35	187	Alluvial	Kharif	Konkan	Rice
90	61	24	4.57	20.05	48.94	187	Loamy	Kharif	Nashik	Tea
90	49	18	3.69	27.91	64.71	187	Loamy	Kharif	Nashik	Tea
90	59	23	4.37	27.32	51.28	187	Loamy	Kharif	Nashik	Tea
90	58	25	8.4	28.66	59.32	187	Black	Kharif	Vidarbha	Cotton
90	43	18	8.84	29.03	61.09	187	Black	Kharif	Vidarbha	Cotton
90	54	16	8.15	27.78	54.65	187	Black	Kharif	Vidarbha	Cotton
90	43	22	5.27	32	54.11	187	Loamy	Kharif	Nashik	Tea
90	55	15	8.05	27.34	55.28	187	Black	Kharif	Vidarbha	Cotton
90	35	20	9.68	28.93	53.57	187	Black	Kharif	Vidarbha	Cotton
90	57	24	6.97	27.65	58.6	187	Loamy	Kharif	Nashik	Wheat
90	53	24	7.39	28.52	55.77	187	Loamy	Kharif	Nashik	Wheat
90	49	17	6.69	31.02	45.89	187	Loamy	Kharif	Nashik	Wheat
90	56	25	7.88	25.74	45.38	187	Black	Kharif	Vidarbha	Cotton
90	43	23	5.88	31.7	56.85	187	Alluvial	Kharif	Konkan	Rice
90	38	22	8.2	24.48	58.52	187	Black	Kharif	Vidarbha	Cotton
90	45	21	8.99	31.47	51.8	187	Black	Kharif	Vidarbha	Cotton
90	57	20	5.88	25.61	50.73	187	Alluvial	Kharif	Konkan	Rice
90	35	23	7.71	30.3	47.18	187	Black	Kharif	Vidarbha	Cotton
90	55	25	4.52	28.17	43.67	187	Loamy	Kharif	Nashik	Tea
90	45	22	9.93	25.51	44.83	187	Black	Kharif	Vidarbha	Cotton
90	58	25	6.46	31.13	43.59	187	Alluvial	Kharif	Konkan	Rice
90	44	17	8.02	26.34	55.59	187	Black	Kharif	Vidarbha	Cotton
90	49	22	3.71	28.23	61.56	187	Loamy	Kharif	Nashik	Tea
90	51	19	5.49	27.04	49.33	187	Loamy	Kharif	Nashik	Tea
90	48	15	9.25	25.16	55.25	187	Black	Kharif	Vidarbha	Cotton
90	50	19	6.01	27.32	51.67	187	Alluvial	Kharif	Konkan	Rice
90	56	20	7.44	25.41	49.66	187	Loamy	Kharif	Nashik	Wheat
90	60	18	3.81	31.22	46.02	187	Loamy	Kharif	Nashik	Tea
90	37	21	5.82	30.57	58.23	187	Alluvial	Kharif	Konkan	Rice
90	43	24	4.52	25.43	53.22	187	Loamy	Kharif	Nashik	Tea
90	43	24	3.51	27.09	43.65	187	Loamy	Kharif	Nashik	Tea
90	44	24	6.03	24.31	56.33	187	Alluvial	Kharif	Konkan	Rice
90	43	22	5.5	30.06	45.9	187	Loamy	Kharif	Nashik	Tea
90	45	15	4.61	28.1	60.98	187	Loamy	Kharif	Nashik	Tea
90	56	23	5.55	26.34	40.01	187	Alluvial	Kharif	Konkan	Rice
90	57	16	8.29	28.61	57.14	187	Black	Kharif	Vidarbha	Cotton
90	45	19	3.83	28.7	44.36	187	Loamy	Kharif	Nashik	Tea
90	36	22	8.87	24.22	59.79	187	Black	Kharif	Vidarbha	Cotton
90	57	20	3.79	28.51	45.2	187	Loamy	Kharif	Nashik	Tea
90	47	20	4.19	25.98	64.96	187	Loamy	Kharif	Nashik	Tea
90	49	16	7.66	30.88	41.37	187	Black	Kharif	Vidarbha	Cotton
90	51	24	9.39	25.5	61.67	187	Black	Kharif	Vidarbha	Cotton
90	44	21	4.52	25.13	51.33	187	Loamy	Kharif	Nashik	Tea
90	38	20	5.79	27.11	63.57	187	Alluvial	Kharif	Konkan	Rice
90	57	20	7.35	31.1	44.82	187	Loamy	Kharif	Nashik	Wheat
90	48	18	5.99	26.46	56.4	187	Alluvial	Kharif	Konkan	Rice
90	44	20	8.62	30.04	63.56	187	Black	Kharif	Vidarbha	Cotton
90	51	18	9.46	27.78	54.82	187	Black	Kharif	Vidarbha	Cotton
90	44	24	8.03	30.99	43.02	187	Black	Kharif	Vidarbha	Cotton
90	35	18	5.41	26.49	47.37	187	Loamy	Kharif	Nashik	Tea
90	60	23	6.28	31.97	57.17	187	Alluvial	Kharif	Konkan	Rice
90	58	21	9.16	25.36	46.83	187	Black	Kharif	Vidarbha	Cotton
90	42	22	7.89	25.54	56.97	187	Black	Kharif	Vidarbha	Cotton
90	39	21	8.18	28.99	62.86	187	Black	Kharif	Vidarbha	Cotton
90	36	22	9.07	29.34	60.5	187	Black	Kharif	Vidarbha	Cotton
90	41	16	7.7	28.64	61.39	187	Black	Kharif	Vidarbha	Cotton
90	41	15	5.89	24.83	44.17	187	Alluvial	Kharif	Konkan	Rice
90	36	22	6.16	25.45	58.55	187	Alluvial	Kharif	Konkan	Rice
90	46	15	3.5	31.01	62.4	187	Loamy	Kharif	Nashik	Tea
90	39	20	7.39	27.06	52.3	187	Loamy	Kharif	Nashik	Wheat
90	57	25	8.34	27.1	42.26	187	Black	Kharif	Vidarbha	Cotton
90	55	24	8.66	28.57	57.31	187	Black	Kharif	Vidarbha	Cotton
90	51	17	3.56	28.8	49.84	187	Loamy	Kharif	Nashik	Tea
90	56	17	5.96	27.94	45.41	187	Alluvial	Kharif	Konkan	Rice
